,Status,Brkr Code,Side,Security,Exch Code,Qty,LmtPx,TIF,FillQty,AvgPx,Data Export Restricted,Data Export Restricted,Data Export Restricted,Data Export Restricted,AvgPx Vs OMS Benchmark Px (Bps),FillQty % Avg Vol 20D,Avg Vol 20D,Data Export Restricted,Volatil 30D,Bid Ask Sprd,Handling Inst,% Filled,GICS Sector,Working Qty,Curncy,Strategy Name,Data Export Restricted,Create Time (As of)
MODR,Filled,ICBI,Sell,3067,HK,16200,MKT,DAY,16200,10.2,,,,,,0.0374266022744285,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,04/10/26
MODR,Filled,ICBI,Buy,URNM,UP,450,MKT,DAY,450,65.8,,,,,,0.249841073317251,180114.5,,59.4282789730494,0.15,AUTO,100,,0,USD,NONE,,04/08/26
MODR,Filled,ICBI,Buy,ISRG,UW,64,MKT,DAY,64,469.99,,,,,,0.00685091250274137,934182.125,,38.4410178463567,0.07,AUTO,100,Health Care,0,USD,NONE,,04/08/26
MODR,Filled,ICBI,Sell,3067,HK,25000,10.3,GTC,25000,10.33,,,,,,0.0577571022753526,43284720,,28.23357,0.005,MAN,100,,0,HKD,NONE,,04/08/26
MODR,Filled,CICF,Sell,300394,C2,12000,MKT,GTC,12000,321.621583,,,,,,0.0183325758414843,65457250,,89.04206,0.06,MAN,100,Information Technology,0,CNY,,,04/02/26
MODR,Filled,CICF,Sell,300308,C2,3900,MKT,GTC,3900,582.923538,,,,,,0.0128033617031754,30460750,,63.73666,1.12,MAN,100,Information Technology,0,CNY,,,04/02/26
MODR,Filled,ICBI,Buy,META,UW,50,MKT,DAY,50,580.49,,,,,,0.000919819939727879,5435846.5,,39.7370115569344,0.29,AUTO,100,Communication Services,0,USD,NONE,,04/01/26
MODR,Filled,ICBI,Buy,MSFT,UW,50,MKT,DAY,50,373.26,,,,,,0.000397977256714115,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,04/01/26
MODR,Filled,ICBI,Buy,VOO,UP,832,MKT,GTC,832,601.18,,,,,,0.0733471733513498,1134331.375,,14.9497810328303,0.06,MAN,100,,0,USD,NONE,,04/01/26
MODR,Filled,ICBI,Sell,LVS,US,825,MKT,DAY,825,54.18,,,,,,0.019334449653679,4266995,,27.5011983939472,0.02,AUTO,100,Consumer Discretionary,0,USD,NONE,,04/01/26
MODR,Filled,ICBI,Sell,SBUX,UW,200,MKT,DAY,200,90.25,,,,,,0.00644937902557139,3101073.75,,22.9616923491125,0.01,AUTO,100,Consumer Discretionary,0,USD,NONE,,04/01/26
MODR,Filled,ICBI,Sell,BIDU,UW,100,MKT,DAY,100,111.85,,,,,,0.0135366996849333,738732.5,,54.4847594394349,0.17,AUTO,100,Communication Services,0,USD,NONE,,04/01/26
MODR,Filled,ICBI,Sell,700,HK,44,MKT,DAY,44,497,,,,,,0.00012670387921204,34726640,,41.75636,0.2,MAN,100,Communication Services,0,HKD,NONE,,04/01/26
MODR,Filled,ICBI,Buy,9888,HK,2700,MKT,DAY,2700,109.3,,,,,,0.0195469452468345,13812900,,43.16741,0.1,AUTO,100,Communication Services,0,HKD,NONE,,04/01/26
MODR,Filled,ICBI,Buy,BABA,UN,376,MKT,DAY,376,121.71,,,,,,0.0188579043739994,1993858.875,,41.6001987357128,0.04,AUTO,100,Consumer Discretionary,0,USD,NONE,,03/31/26
MODR,Filled,ICBI,Buy,BABA,UN,488,MKT,DAY,488,123.37,,,,,,0.0244751524854035,1993858.875,,41.6001987357128,0.04,AUTO,100,Consumer Discretionary,0,USD,NONE,,03/30/26
MODR,Filled,ICBI,Buy,BABA,UN,458,MKT,DAY,458,123.37,,,,,,0.0229705324555631,1993858.875,,41.6001987357128,0.04,AUTO,100,Consumer Discretionary,0,USD,NONE,,03/30/26
MODR,Filled,BTIA,Sell,IBIT,UQ,1806,MKT,DAY,1806,37.81,,,,,,0.0147140848010348,12273954,,42.4483913743641,0.02,ANY,100,,0,USD,CARE,,03/27/26
MODR,Filled,BTIA,Sell,EZBC,UF,298,MKT,DAY,298,38.549966,,,,,,0.672623242991318,44304.1484375,,42.1085988900768,0.03,ANY,100,,0,USD,CARE,,03/27/26
MODR,Filled,BTIA,Sell,ETHA,UQ,1003,MKT,DAY,1003,15.05,,,,,,0.0138068747223655,7264497,,61.6622516031175,0.01,ANY,100,,0,USD,CARE,,03/27/26
MODR,Filled,ICBI,Sell,MCHI,UQ,1982,MKT,DAY,1982,55.23,,,,,,0.283935112159831,698046.8125,,22.6147359162623,0.01,AUTO,100,,0,USD,NONE,,03/27/26
MODR,Filled,ICBI,Sell,3067,HK,42600,MKT,DAY,42600,10.08,,,,,,0.0984181022772008,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,03/27/26
MODR,Filled,BTIA,Buy,PAVE,UF,2220,50,GTC,2220,49.99,,,,,,1.41187609594795,157237.59375,,22.8223966938146,0.03,ANY,100,,0,USD,CARE,,03/26/26
MODR,Filled,ICBI,Buy,TIP,UP,10500,MKT,DAY,10500,110.11,,,,,,1.94454257182423,539972.75,,5.14215177806949,0.01,AUTO,100,,0,USD,NONE,,03/25/26
MODR,Filled,ICBI,Buy,3067,HK,20000,MKT,DAY,20000,11.5,,,,,,0.0462056818202821,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,02/03/26
MODR,Filled,BTIA,Sell,MITSY,UV,20,MKT,DAY,20,659.8,,,,,,0.18052089621926,11079.0498046875,,35.8273015178273,,ANY,100,Industrials,0,USD,CARE,,02/03/26
MODR,Filled,ICBI,Buy,GLD,UP,229,MKT,DAY,229,433.6,,,,,,0.0115615290122119,1980706.875,,25.7418834475073,0.03,MAN,100,,0,USD,NONE,,02/02/26
MODR,Filled,ICBI,Buy,MSFT,UW,70,MKT,DAY,70,430.23,,,,,,0.000557168159399761,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,02/02/26
MODR,Filled,ICBI,Buy,QQQ,UQ,48,MKT,DAY,48,618.99,,,,,,0.000440856808881869,10887889,,26.6496390402537,0.06,AUTO,100,,0,USD,NONE,,02/02/26
MODR,Filled,ICBI,Buy,ISRG,UW,49,MKT,DAY,49,501.99,,,,,,0.00524522988491136,934182.125,,38.4410178463567,0.07,AUTO,100,Health Care,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,LTSRF,UV,1367,MKT,DAY,1367,1.506437,,,,,,2.30345630343024,59345.6015625,,94.2933944838842,,ANY,100,Energy,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Buy,SRUUF,UV,1954,MKT,DAY,1954,22.76982,,,,,,0.549675586089572,355482.40625,,29.0221168134432,,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Buy,INFL,UP,2248,MKT,DAY,2248,48.91745107,,,,,,5.37107731684688,41853.80078125,,16.7350005960293,0.13,MAN,100,,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,TORXF,UV,232,MKT,DAY,232,46,,,,,,0.74184333930427,31273.44921875,,65.8666189814296,,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,BYAGF,UV,3555,MKT,DAY,3555,0.772931,,,,,,1.42971096738874,248651.65625,,69.8794723873844,,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,AYA,CT,352,MKT,DAY,352,21.84,,,,,,0.0218670347617518,1609729,,98.88414,0.35,ANY,100,Materials,0,CAD,CARE,,02/02/26
MODR,Filled,ICBI,Buy,MSFT,UW,50,MKT,DAY,50,430.23,,,,,,0.000397977256714115,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,02/02/26
MODR,Filled,ICBI,Sell,SHY,UQ,303,MKT,DAY,303,82.74,,,,,,0.0278698180563078,1087197.625,,1.93088316228232,0.01,AUTO,100,,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,IBIT,UQ,70,MKT,DAY,70,44.24,,,,,,0.000570313364381193,12273954,,42.4483913743641,0.02,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,BTCW,UF,38,MKT,DAY,38,82.54,,,,,,0.378548282125093,10038.349609375,,42.4053594113489,0.13,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,HODL,UF,140,MKT,DAY,140,22.06,,,,,,0.0485069128305873,288618.65625,,42.143028463433,0.01,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,BTCO,UF,40,MKT,DAY,40,77.73,,,,,,0.138969468109289,28783.30078125,,42.1281212433002,0.04,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,GBTC,UP,181,MKT,DAY,181,60.9,,,,,,0.0345460269146473,523938.6875,,42.0498961958018,0.02,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,BTC,UP,36,MKT,DAY,36,34.52,,,,,,0.00670486733791391,536923.375,,41.6976488143082,0.02,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,EZBC,UF,70,MKT,DAY,70,45.11,,,,,,0.157998748353665,44304.1484375,,42.1085988900768,0.03,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,FBTC,UF,87,MKT,DAY,87,68.02,,,,,,0.0129063447201229,674087.0625,,42.0321064502247,0.04,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,BRRR,UQ,149,MKT,DAY,149,22.017785,,,,,,0.105981179449609,140591,,42.5302099659086,0.01,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,BITB,UP,78,MKT,DAY,78,42.38,,,,,,0.015889282258967,490896.9375,,42.1075044261677,0.01,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,VOO,UP,24,MKT,DAY,24,634.31,,,,,,0.00211578384667355,1134331.375,,14.9497810328303,0.06,AUTO,100,,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,JEPI,UP,170,MKT,DAY,170,58.17,,,,,,0.0278630942765209,610126.0625,,8.1340887539067,0.03,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,SLV,UP,86,MKT,DAY,86,73.86,,,,,,0.00184319629097468,4665808,,57.1906227997258,0.04,AUTO,100,,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,PALL,UP,56,MKT,DAY,56,157.8,,,,,,0.0239317981147165,233998.296875,,42.4996295393263,0.03,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,SLX,UP,35,MKT,DAY,35,94.47,,,,,,0.384161567379195,9110.75,,30.4659706160963,0.36,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,GDX,UP,169,MKT,DAY,169,93.97,,,,,,0.00201709433741345,8378388.5,,58.1860535473364,0.05,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,URNM,UP,110,MKT,DAY,110,74.19,,,,,,0.0610722623664391,180114.5,,59.4282789730494,0.15,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,SPUT,LN,353,MKT,DAY,353,11.45949,,,,,,3.85472176116013,9157.6,,49.70714,,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,PSLV,US,728,MKT,DAY,728,26.25,,,,,,0.00796347129463947,9141742,,58.6110975250509,0.01,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,PHYS,US,374,MKT,DAY,374,35.46,,,,,,0.0110672105184663,3379352,,25.6091944963729,0.01,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,URNJ,UQ,106,MKT,DAY,106,35,,,,,,0.129254426402046,82008.796875,,67.0875258567392,0.29,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,GLD,UP,9,MKT,DAY,9,433.86,,,,,,0.000454383236287803,1980706.875,,25.7418834475073,0.03,AUTO,100,,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,URA,UP,107,MKT,DAY,107,54.6,,,,,,0.0104424156283925,1024667.125,,59.6277501479315,0.06,ANY,100,,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,UEC,US,507,MKT,DAY,507,17.41,,,,,,0.0039794156679406,12740564,,114.439759851529,0.01,ANY,100,Energy,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,TRV,UN,19,MKT,DAY,19,285.91,,,,,,0.00254537571796969,746451.6875,,18.7657006552299,0.22,ANY,100,Financials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,PGR,US,36,MKT,DAY,36,206.99,,,,,,0.000997550874055461,3608838.5,,23.498153702547,0.03,ANY,100,Financials,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,PG,UN,76,MKT,DAY,76,152.15,,,,,,0.00263452910912012,2884766,,23.7440230652462,0.03,AUTO,100,Consumer Staples,0,USD,NONE,,02/02/26
MODR,Filled,ICBI,Sell,KO,UN,233,MKT,DAY,233,75,,,,,,0.0037597539797722,6197214,,21.9640427680401,0.01,AUTO,100,Consumer Staples,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,SII,US,144,MKT,DAY,144,120.3,,,,,,0.0819201601994244,175780.90625,,50.8621295273545,0.15,ANY,100,Financials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,SA,UN,289,MKT,DAY,289,28.04,,,,,,0.122408482187766,236094.75,,84.1383389204805,0.01,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,SES,UN,1522,MKT,DAY,1522,2.01,,,,,,0.0965779702921214,1575928.75,,91.4161830167081,0.01,ANY,100,Industrials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,RZLV,UQ,1070,MKT,DAY,1070,2.55,,,,,,0.0421919257469425,2536030.25,,82.4698325151124,0.01,ANY,100,Information Technology,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,PM,US,27,MKT,DAY,27,180.86,,,,,,0.000552326434742069,4888413.5,,33.8247374148437,0.01,AUTO,100,Consumer Staples,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,PBA,UN,127,MKT,DAY,127,40.97,,,,,,0.0169356676328554,749896.625,,21.821764340686,0.02,ANY,100,Energy,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,NEE,US,131,MKT,DAY,131,88.14,,,,,,0.00108520787115352,12071420,,26.5667663927956,0,ANY,100,Utilities,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,NXGCF,UV,8307,MKT,DAY,8307,1.264103,,,,,,4.20353154905998,197619.546875,,66.0899737904514,,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,NEM,UN,99,MKT,DAY,99,112.35,,,,,,0.00364954960318521,2712663.5,,53.4158341602672,0.03,AUTO,100,Materials,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,MTA,UA,1930,MKT,DAY,1930,7.38,,,,,,3.78331979267089,51013.3984375,,64.4478414928505,0.02,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,DPZ,US,11,MKT,DAY,11,411.6,,,,,,0.00132415433560481,830718.875,,29.2205293905499,0.06,AUTO,100,Consumer Discretionary,0,USD,NONE,,02/02/26
MODR,Filled,ICBI,Sell,MCD,US,17,MKT,DAY,17,319,,,,,,0.000378674057196266,4489349,,19.1317602007709,0.06,AUTO,100,Consumer Discretionary,0,USD,NONE,,02/02/26
MODR,Filled,ICBI,Sell,MKL,US,1,MKT,DAY,1,2030.73,,,,,,0.00126715171518389,78917.1484375,,14.9925939957807,2.09,AUTO,100,Financials,0,USD,NONE,,02/02/26
MODR,Filled,ICBI,Sell,JNJ,UN,91,MKT,DAY,91,228.32,,,,,,0.00329839929769467,2758914,,22.1026153560555,0.01,AUTO,100,Health Care,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,IGIC,UR,150,MKT,DAY,150,24.92,,,,,,0.444104940609638,33775.80078125,,25.4800127750745,0.11,ANY,100,Financials,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,HSY,UN,146,MKT,DAY,146,197.34,,,,,,0.0216889730698346,673153.125,,32.9057370532644,0.1,AUTO,100,Consumer Staples,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,HMY,UN,210,MKT,DAY,210,21.28,,,,,,0.0188934744301003,1111494.875,,73.9339942399145,0.01,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,GFI,UN,143,MKT,DAY,143,50.16,,,,,,0.0181261376369601,788916,,67.8506562482458,,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,GDS,UQ,147,MKT,DAY,147,43.25,,,,,,0.0173219703564526,848633.25,,62.9010804205238,0.04,ANY,100,Information Technology,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,AG,UN,363,MKT,DAY,363,20.62,,,,,,0.0185624435743903,1955561.5,,85.4968395996503,0.01,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,ESNT,UN,46,MKT,DAY,46,63.15,,,,,,0.012963092613459,354853.59375,,24.5038505642803,0.02,ANY,100,Financials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,EQX,UA,347,MKT,DAY,347,14.1,,,,,,0.0234961312214916,1476838.875,,71.5733752516594,0.01,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,EQT,US,145,MKT,DAY,145,55.42,,,,,,0.00208764074207998,6945639.5,,27.56684453762,0.01,ANY,100,Energy,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,DE,UN,6,MKT,DAY,6,527.25,,,,,,0.00147498449345729,406783.9375,,33.1312053393146,0.52,ANY,100,Industrials,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,COKE,UW,20,MKT,DAY,20,152.26,,,,,,0.0109671463707913,182362.84375,,35.9637167100286,0.23,AUTO,100,Consumer Staples,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,AGAGF,UV,10553,MKT,DAY,10553,0.489891,,,,,,2.62605321378442,401857.8125,,82.2209944172043,,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,CVX,US,45,MKT,DAY,45,173,,,,,,0.000482432902695857,9327722,,26.8880480082171,0.01,AUTO,100,Energy,0,USD,NONE,,02/02/26
MODR,Filled,ICBI,Sell,CB,US,24,MKT,DAY,24,310.91,,,,,,0.00132499543152617,1811327,,19.8547562563089,0.07,AUTO,100,Financials,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,CGAU,UN,699,MKT,DAY,699,16.82,,,,,,0.169266121485673,412959.1875,,61.8325663198876,0.01,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,CAT,UN,6,MKT,DAY,6,659.82,,,,,,0.000651916158149427,920363.75,,43.6183891496526,0.55,AUTO,100,Industrials,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,CTO,US,299,MKT,DAY,299,17.71,,,,,,0.0772075525899793,387267.8125,,18.1053727040552,0.02,ANY,100,Real Estate,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,BTI,UN,120,MKT,DAY,120,60.77,,,,,,0.0165507881623246,725041,,32.9831542686401,0.01,ANY,100,Consumer Staples,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,ANGPY,UV,840,MKT,DAY,840,14.55,,,,,,0.426187510137412,197096.34375,,77.2625805763428,,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,AMRZ,UN,189,MKT,DAY,189,52.77,,,,,,0.026426225302097,715198.625,,41.8081788781783,0.04,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,AXP,UN,13,MKT,DAY,13,350.35,,,,,,0.00133136956322757,976438.125,,23.8210814006228,0.15,AUTO,100,Financials,0,USD,NONE,,02/02/26
MODR,Filled,BTIA,Sell,AEM,UN,30,MKT,DAY,30,188,,,,,,0.00526507918679097,569792,,51.8415019556478,0.02,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,BTIA,Sell,ABBRF,UV,1060,MKT,DAY,1060,8.515566,,,,,,0.613703666345672,172721.796875,,92.8206496669927,,ANY,100,Materials,0,USD,CARE,,02/02/26
MODR,Filled,ICBI,Sell,SPGP,UP,416,MKT,DAY,416,114.91,,,,,,4.14954307041679,10025.2001953125,,18.2574147658192,0.06,AUTO,100,,0,USD,NONE,,02/02/26
MODR,Filled,ICBI,Buy,3067,HK,50000,MKT,DAY,50000,11.56,,,,,,0.115514204550705,43284720,,28.23357,0.005,AUTO,100,,0,HKD,NONE,,02/02/26
MODR,Filled,ICBI,Sell,SLV,UP,150,MKT,DAY,150,89.38,,,,,,0.00321487725170003,4665808,,57.1906227997258,0.04,AUTO,100,,0,USD,NONE,,01/30/26
MODR,Filled,ICBI,Buy,VOO,UP,39,MKT,GTC,39,636.34,,,,,,0.00343814875084452,1134331.375,,14.9497810328303,0.06,MAN,100,,0,USD,NONE,,01/30/26
MODR,Filled,ICBI,Sell,GLD,UP,200,MKT,DAY,200,466.29,,,,,,0.0100974052508401,1980706.875,,25.7418834475073,0.03,AUTO,100,,0,USD,NONE,,01/30/26
MODR,Filled,BTIA,Buy,SRUUF,UV,1040,MKT,DAY,1040,23.896,,,,,,0.292560189116251,355482.40625,,29.0221168134432,,ANY,100,,0,USD,CARE,,01/30/26
MODR,Filled,ICBI,Buy,MSFT,UW,30,MKT,DAY,30,439.07,,,,,,0.000238786354028469,12563532,,35.5249743262538,0.04,AUTO,100,Information Technology,0,USD,NONE,,01/30/26
MODR,Filled,ICBI,Sell,COPX,UP,200,MKT,DAY,200,87.75,,,,,,0.025989347453779,769546.0625,,61.5701222033281,0.07,AUTO,100,,0,USD,NONE,,01/30/26
MODR,Filled,ICBI,Sell,APLD,UW,500,MKT,DAY,500,37.1,,,,,,0.00985103074289972,5075611,,105.947151722873,0.04,AUTO,100,Information Technology,0,USD,NONE,,01/30/26
MODR,Filled,BTIA,Sell,PDBC,UQ,3102,MKT,DAY,3102,15.24,,,,,,0.310893642578298,997768.875,,19.1565738043293,0.01,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,BTIA,Sell,SCHE,UP,1678,MKT,DAY,1678,35.47,,,,,,0.453910800475112,369676.15625,,23.454250612984,0.01,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,BTIA,Sell,SCHX,UP,12864,MKT,DAY,12864,27.47,,,,,,0.7249602463084,1774442.125,,15.3668238011904,0.01,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,BTIA,Sell,SPDW,UP,8844,MKT,DAY,8844,47.79,,,,,,3.09120692270967,286101.84375,,21.9650540126227,0.02,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,ICBI,Sell,XLV,UP,36,MKT,DAY,36,154.25,,,,,,0.00119613409460623,3009696,,16.9418241666982,0.03,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,IAU,UP,1167,MKT,DAY,1167,104.36,,,,,,0.0953389700695272,1224053.5,,25.5373824119548,0.01,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,BTIA,Sell,SCHA,UP,8348,MKT,DAY,8348,30.42,,,,,,3.54289968148041,235626.203125,,21.9411564928291,0.02,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,BTIA,Sell,SCHM,UP,4206,MKT,DAY,4206,32.06,,,,,,3.20355849388574,131291.5,,18.7074964283877,0.01,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,BTIA,Sell,SCHH,UP,3748,MKT,DAY,3748,21.16,,,,,,0.52367322958139,715713.5,,17.2295672575706,0.01,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,ICBI,Sell,XLI,UP,53,MKT,DAY,53,165.4,,,,,,0.00286577106814858,1849415,,19.4750599586031,0.06,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,XLY,UP,60,MKT,DAY,60,122.47,,,,,,0.00282628054649903,2122931.5,,22.0601376643935,0.02,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,VSS,UP,857,MKT,DAY,857,156.67,,,,,,2.12457123301189,40337.55078125,,20.5650885882007,0.09,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,VEA,UP,113,MKT,DAY,113,67.36,,,,,,0.0069671367711375,1621900.125,,21.2372299321132,0.02,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,VGK,UP,3799,MKT,DAY,3799,88.65,,,,,,0.663208998012577,572820.9375,,18.1770105031527,0.01,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,BTIA,Sell,SPMD,UP,2853,MKT,DAY,2853,61.18,,,,,,1.13483337200181,251402.546875,,16.2399905851963,0.01,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,BTIA,Sell,VWO,UP,4826,MKT,DAY,4826,57.99,,,,,,0.369784945649524,1305082.875,,22.5854100657988,0.02,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,BTIA,Sell,IEFA,UF,492,MKT,DAY,492,95.28,,,,,,0.0436065352192569,1128271.25,,17.0344028584674,0.03,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,ICBI,Sell,VUG,UP,75,MKT,DAY,75,488.37,,,,,,0.00604176673342819,1241358.75,,21.012012828998,0.02,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,BTIA,Sell,VNQI,UQ,1242,MKT,DAY,1242,48.5,,,,,,2.07896730604998,59741.19921875,,14.7961681259349,0.06,ANY,100,,0,USD,CARE,,01/29/26
MODR,Filled,ICBI,Sell,VO,UP,77,MKT,DAY,77,300.79,,,,,,0.0176893590608214,435289.9375,,14.3597639922264,0.03,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,VV,UP,2784,MKT,DAY,2784,320.72,,,,,,3.7649731725376,73944.75,,15.2831135886323,0.1,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,VPL,UP,979,MKT,DAY,979,100.26,,,,,,0.977651833397555,100137.8984375,,32.8468076338414,0.09,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,VTV,UP,140,MKT,DAY,140,199.45,,,,,,0.0355480904565597,393832.6875,,10.91976551523,0.03,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,VT,UP,68,MKT,DAY,68,147.48,,,,,,0.0130202014768475,522265.34375,,17.0620530477761,0.03,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,VOO,UP,80,MKT,DAY,80,640.41,,,,,,0.00705261282224517,1134331.375,,14.9497810328303,0.06,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,IJR,UP,122,MKT,DAY,122,127.55,,,,,,0.0137358094381618,888189.375,,17.8264388165463,0.07,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,ICBI,Sell,EFA,UP,117,MKT,DAY,117,102.03,,,,,,0.00340806163872712,3433036.5,,17.0151934517097,0.01,AUTO,100,,0,USD,NONE,,01/29/26
MODR,Filled,BTIA,Sell,SCHP,UP,4978,MKT,DAY,4978,26.63,,,,,,1.1850411174214,420069.8125,,4.55224170487158,0.01,ANY,100,,0,USD,CARE,,01/29/26
